DiseaseName_ARD_Paper,MESH_ID,X,Category,Likelihood.disease.is.ageing.related,Name_node,Phenotyping_Algorithms,MESH_Term,All_MESH,All_MESH_Terms,filter_frames,Updated_Term,Search_term
Glaucoma,MESH:D005901,Glaucoma,Eye,High,glaucoma,Glaucoma,Glaucoma,MESH:D005902,"Glaucoma, Open-Angle","r'\bcompensated glaucoma\b', r'\bcompensative glaucoma\b', r'\bopen angle glaucoma\b', r'\bpigmentary glaucoma\b', r'\bprimary open angle glaucoma\b', r'\bsecondary open angle glaucoma\b', r'\bsimple glaucoma\b', r'\bglaucoma simplex\b', r'\bglaucoma simplices\b', r'\bchronic primary open angle glaucoma\b', r'\bopen angle glaucomas\b'",removed surplus,NA
Glaucoma,MESH:D005901,Glaucoma,Eye,High,glaucoma,Glaucoma,Glaucoma,MESH:D057066,Low Tension Glaucoma,"r'\blow tension glaucoma\b', r'\bnormal tension glaucoma\b', r'\blow tension glaucomas\b', r'\bnormal tension glaucomas\b'",removed surplus,NA
Glaucoma,MESH:D005901,Glaucoma,Eye,High,glaucoma,Glaucoma,Glaucoma,MESH:D005901,Glaucoma,"r'\bglaucomas\b', r'\bglaucoma\b'",NA,"r'\bglaucomas\b', r'\bglaucoma\b'"
Glomerulonephritis,MESH:D005921,Glomerulonephritis,Genitourinary,High,gn,Glomerulonephritis,Glomerulonephritis,MESH:D015432,"Glomerulonephritis, Membranoproliferative","r'\bhypocomplementemic glomerulonephritides\b', r'\bmembranoproliferative glomerulonephritides\b', r'\bmesangiocapillary glomerulonephritides\b', r'\bhypocomplementemic glomerulonephritis\b', r'\bmesangiocapillary glomerulonephritis\b', r'\bsubendothelial membranoproliferative glomerulonephritis\b', r'\btype i membranoproliferative glomerulonephritis\b', r'\btype ii membranoproliferative glomerulonephritis\b', r'\btype iii membranoproliferative glomerulonephritis\b', r'\btype i mesangiocapillary glomerulonephritis\b', r'\btype ii mesangiocapillary glomerulonephritis\b', r'\bmembranoproliferative glomerulonephritis\b', r'\bddd mpgnii\b', r'\bdense deposit disease\b', r'\bmembranoproliferative glomerulonephritis type ii\b', r'\btype ii mpgn\b'",remove surplus,"r'\bddd mpgnii\b', r'\bdense deposit disease\b', r'\btype ii mpgn\b'"
Glomerulonephritis,MESH:D005921,Glomerulonephritis,Genitourinary,High,gn,Glomerulonephritis,Glomerulonephritis,MESH:D005923,"Glomerulosclerosis, Focal Segmental","r'\bnondiabetic end stage renal disease\b', r'\bsegmental glomerular hyalinosis\b', r'\bfocal sclerosing glomerulonephritides\b', r'\bfocal sclerosing glomerulonephritis\b', r'\bfocal glomerulosclerosis\b', r'\bsegmental hyalinosis\b', r'\bfocal segmental glomerulosclerosis\b', r'\bfocal segmental glomerulosclerosis 1\b', r'\bfocal segmental glomerulosclerosis 3\b', r'\bfocal segmental glomerulosclerosis 4\b', r'\bfocal segmental glomerulosclerosis 6\b', r'\bfocal segmental glomerulosclerosis 7\b', r'\bfocal segmental glomerulosclerosis 8\b', r'\bfocal segmental glomerulosclerosis 9\b'",remove surplus,"r'\bnondiabetic end stage renal disease\b', r'\bsegmental glomerular hyalinosis\b', r'\bfocal glomerulosclerosis\b', r'\bsegmental hyalinosis\b', r'\bfocal segmental glomerulosclerosis\b'"
Glomerulonephritis,MESH:D005921,Glomerulonephritis,Genitourinary,High,gn,Glomerulonephritis,Glomerulonephritis,MESH:D008181,Lupus Nephritis,"r'\blupus glomerulonephritides\b', r'\blupus glomerulonephritis\b', r'\blupus nephritides\b', r'\blupus nephritis\b'",remove surplus,"r'\blupus nephritides\b', r'\blupus nephritis\b'"
Glomerulonephritis,MESH:D005921,Glomerulonephritis,Genitourinary,High,gn,Glomerulonephritis,Glomerulonephritis,MESH:D005921,Glomerulonephritis,"r'\bkidney scarring\b', r'\bbright disease\b', r'\bglomerulonephritides\b', r'\bglomerulonephritis\b'",NA,"r'\bkidney scarring\b', r'\bbright disease\b', r'\bglomerulonephritides\b', r'\bglomerulonephritis\b'"
Glomerulonephritis,MESH:D005921,Glomerulonephritis,Genitourinary,High,gn,Glomerulonephritis,Glomerulonephritis,MESH:D019867,Anti-Glomerular Basement Membrane Disease,"r'\bgoodpasture syndrome\b', r'\bgoodpastures syndrome\b', r'\banti gbm disease\b', r'\banti glomerular basement membrane disease\b', r'\blung purpura with nephritis\b'",NA,"r'\bgoodpasture syndrome\b', r'\bgoodpastures syndrome\b', r'\banti gbm disease\b', r'\banti glomerular basement membrane disease\b', r'\blung purpura with nephritis\b'"
Glomerulonephritis,MESH:D005921,Glomerulonephritis,Genitourinary,High,gn,Glomerulonephritis,Glomerulonephritis,MESH:D005922,"Glomerulonephritis, IGA","r'\biga glomerulonephritides\b', r'\biga type nephritis\b', r'\biga nephropathy\b', r'\bimmunoglobulin a nephropathy\b', r'\biga glomerulonephritis\b', r'\bberger disease\b', r'\bbergers disease\b', r'\biga nephropathy 1\b'",remove surplus,"r'\biga type nephritis\b', r'\biga nephropathy\b', r'\bimmunoglobulin a nephropathy\b', r'\bberger disease\b', r'\bbergers disease\b'"
Gout,MESH:D006073,Gout,Musculoskeletal,High,gout,Gout,Gout,MESH:D015210,"Arthritis, Gouty","r'\bgouty arthritides\b', r'\bgouty arthritis\b'",NA,"r'\bgouty arthritides\b', r'\bgouty arthritis\b'"
Gout,MESH:D006073,Gout,Musculoskeletal,High,gout,Gout,Gout,MESH:D006073,Gout,"r'\bgouts\b', r'\bgout\b'",NA,"r'\bgouts\b', r'\bgout\b'"
Heart Failure,MESH:D006333,Heart_Failure,Cardiovascular,High,hf,Heart failure,Heart Failure,MESH:D054144,"Heart Failure, Diastolic","r'\bdiastolic heart failures\b', r'\bdiastolic heart failure\b'",remove surplus,NA
Heart Failure,MESH:D006333,Heart_Failure,Cardiovascular,High,hf,Heart failure,Heart Failure,MESH:D006333,Heart Failure,"r'\bheart decompensation\b', r'\bcongestive heart failure\b', r'\bleft sided heart failure\b', r'\bright sided heart failure\b', r'\bcardiac failure\b', r'\bmyocardial failure\b', r'\bheart failure\b'","remove surplus, added plural","r'\bheart decompensation\b', r'\bcardiac failure\b', r'\bmyocardial failure\b', r'\bheart failure\b', r'\bheart decompensations\b', r'\bcardiac failures\b', r'\bmyocardial failures\b', r'\bheart failures\b'"
Heart Failure,MESH:D006333,Heart_Failure,Cardiovascular,High,hf,Heart failure,Heart Failure,MESH:D054143,"Heart Failure, Systolic","r'\bsystolic heart failures\b', r'\bsystolic heart failure\b'",remove surplus,NA
Heart Failure,MESH:D006333,Heart_Failure,Cardiovascular,High,hf,Heart failure,Heart Failure,MESH:D059347,Cardio-Renal Syndrome,"r'\bcardiorenal syndrome\b', r'\bcardio renal syndrome\b', r'\brenocardiac syndrome\b', r'\breno cardiac syndrome\b', r'\bcardiorenal syndromes\b', r'\bcardio renal syndromes\b', r'\brenocardiac syndromes\b', r'\breno cardiac syndromes\b'",NA,"r'\bcardiorenal syndrome\b', r'\bcardio renal syndrome\b', r'\brenocardiac syndrome\b', r'\breno cardiac syndrome\b', r'\bcardiorenal syndromes\b', r'\bcardio renal syndromes\b', r'\brenocardiac syndromes\b', r'\breno cardiac syndromes\b'"
Hydrocele,MESH:D006848,Hydrocele,Genitourinary,High,hydrocele,Hydrocoele,Testicular Hydrocele,MESH:D006848,Testicular Hydrocele,"r'\bscrotal hydrocele\b', r'\bscrotal hydroceles\b', r'\btesticular hydroceles\b', r'\bvaginal hydroceles\b', r'\btesticular hydrocele\b', r'\bvaginal hydrocele\b'","removed vaginal hydroceles, added english spelling, restricted to hydrocele","r'\bhydrocele\b', r'\bhydroceles\b', r'\bhydrocoeles\b', r'\bhydrocoele\b'"
Hyperparathyroidism,MESH:D006961,Hyperparathyroidism,Endocrine,High,pth,Hyperparathyroidism,Hyperparathyroidism,MESH:D049950,"Hyperparathyroidism, Primary","r'\bprimary hyperparathyroidisms\b', r'\bprimary hyperparathyroidism\b'",removed surplus,NA
Hyperparathyroidism,MESH:D006961,Hyperparathyroidism,Endocrine,High,pth,Hyperparathyroidism,Hyperparathyroidism,MESH:D006962,"Hyperparathyroidism, Secondary","r'\bsecondary hyperparathyroidisms\b', r'\bsecondary hyperparathyroidism\b'",removed surplus,NA
Hyperparathyroidism,MESH:D006961,Hyperparathyroidism,Endocrine,High,pth,Hyperparathyroidism,Hyperparathyroidism,MESH:D006961,Hyperparathyroidism,r'\bhyperparathyroidism\b',added plural,"r'\bhyperparathyroidism\b', r'\bhyperparathyroidisms\b'"
Hypersplenism,MESH:D006971,Hypersplenism,Haematological/ Immuunoligcal,High,hypersplenism,Hypersplenism,Hypersplenism,MESH:D006971,Hypersplenism,"r'\bsplenic anemia\b', r'\bsplenic anemias\b', r'\bhypersplenism\b'","Added english spelling, added additional synonyms","r'\bsplenic anemia\b', r'\bsplenic anemias\b', r'\bhypersplenism\b', r'\bsplenic anaemia\b', r'\bsplenic anaemias\b', r'\bhypersplenism\b', r'\bspleen hyperfunction\b', r'\bhypersplenia\b', r'\bbig spleen syndrome\b'"
Hypertension,MESH:D006973,Hypertension,Cardiovascular,High,htn,Hypertension,Hypertension,MESH:D000075222,Essential Hypertension,r'\bessential hypertension\b',removed surplus,NA
Hypertension,MESH:D006973,Hypertension,Cardiovascular,High,htn,Hypertension,Hypertension,MESH:D006978,"Hypertension, Renovascular","r'\bgoldblatt hypertension\b', r'\bgoldblatt syndrome\b', r'\brenovascular hypertension\b'",removed surplus,r'\bgoldblatt syndrome\b'
Hypertension,MESH:D006973,Hypertension,Cardiovascular,High,htn,Hypertension,Hypertension,MESH:D006974,"Hypertension, Malignant",r'\bmalignant hypertension\b',NA,NA
Hypertension,MESH:D006973,Hypertension,Cardiovascular,High,htn,Hypertension,Hypertension,MESH:D046110,"Hypertension, Pregnancy-Induced","r'\bgestational hypertension\b', r'\bpregnancy induced hypertension\b', r'\bpregnancy transient hypertension\b', r'\bpregnancy induced hypertensions\b'",removed surplus,NA
Hypertension,MESH:D006973,Hypertension,Cardiovascular,High,htn,Hypertension,Hypertension,MESH:D006977,"Hypertension, Renal","r'\brenal hypertensions\b', r'\brenal hypertension\b'",removed surplus,NA
Hypertension,MESH:D006973,Hypertension,Cardiovascular,High,htn,Hypertension,Hypertension,MESH:D059466,White Coat Hypertension,"r'\bisolated clinic hypertension\b', r'\bwhite coat hypertension\b', r'\bwhite coat syndrome\b'",NA,r'\bwhite coat syndrome\b'
Hypertension,MESH:D006973,Hypertension,Cardiovascular,High,htn,Hypertension,Hypertension,MESH:D004461,Eclampsia,"r'\beclampsias\b', r'\beclampsia\b'",NA,"r'\beclampsias\b', r'\beclampsia\b'"
Hypertension,MESH:D006973,Hypertension,Cardiovascular,High,htn,Hypertension,Hypertension,MESH:D058437,Hypertensive Retinopathy,"r'\bhypertensive retinopathies\b', r'\bhypertensive retinopathy\b'",removed surplus,NA
Hypertension,MESH:D006973,Hypertension,Cardiovascular,High,htn,Hypertension,Hypertension,MESH:D006973,Hypertension,"r'\bhigh blood pressure\b', r'\bhigh blood pressures\b', r'\bhypertension\b'",added 'hypertensive' and 'hypertensions',"r'\bhigh blood pressure\b', r'\bhigh blood pressures\b', r'\bhypertension\b', r'\bhypertensive\b', r'\bhypertensions\b'"
Hypertrophic cardiomyopathy,MESH:D002312,Hypertrophic_cardiomyopathy,Cardiovascular,High,hocm,Hypertrophic Cardiomyopathy,"Cardiomyopathy, Hypertrophic",MESH:D024741,"Cardiomyopathy, Hypertrophic, Familial","r'\bfamilial asymmetric septal hypertrophy\b', r'\bfamilial hypertrophic cardiomyopathies\b', r'\bfamilial hypertrophic cardiomyopathy\b', r'\bidiopathic hypertrophic subaortic stenosis\b', r'\bhereditary ventricular hypertrophies\b', r'\bfamilial ventricular hypertrophy\b', r'\bhereditary ventricular hypertrophy\b', r'\bfamilial ventricular hypertrophies\b', r'\bobstructive asymmetric septal hypertrophy\b'",removed surplus,"r'\bfamilial asymmetric septal hypertrophy\b', r'\bidiopathic hypertrophic subaortic stenosis\b', r'\bhereditary ventricular hypertrophies\b', r'\bfamilial ventricular hypertrophy\b', r'\bhereditary ventricular hypertrophy\b', r'\bfamilial ventricular hypertrophies\b', r'\bobstructive asymmetric septal hypertrophy\b'"
Hypertrophic cardiomyopathy,MESH:D002312,Hypertrophic_cardiomyopathy,Cardiovascular,High,hocm,Hypertrophic Cardiomyopathy,"Cardiomyopathy, Hypertrophic",MESH:D002312,"Cardiomyopathy, Hypertrophic","r'\bhypertrophic cardiomyopathies\b', r'\bhypertrophic obstructive cardiomyopathies\b', r'\bhypertrophic obstructive cardiomyopathy\b', r'\bhypertrophic cardiomyopathy\b'",NA,"r'\bhypertrophic cardiomyopathies\b', r'\bhypertrophic obstructive cardiomyopathies\b', r'\bhypertrophic obstructive cardiomyopathy\b', r'\bhypertrophic cardiomyopathy\b'"
Hyposplenism,UMLS:C0272404,Hyposplenism,Haematological/ Immuunoligcal,High,hyposplenism,Hyposplenism,Hyposplenism,UMLS:C0272404,Hyposplenism,"r'\bhyosplenism\b', r'\bhyposplenic\b'",NA,"r'\bhyosplenism\b', r'\bhyposplenic\b'"
Immunodeficiency,UMLS:C0021051,Immunodeficiency,Haematological/ Immuunoligcal,High,immunodef,Immunodeficiencies,Immunologic Deficiency Syndromes,UMLS:C0021051,Immunologic Deficiency Syndromes,NA,remove immunodeficiency due to indirect HIV selection,"r'\bimmune deficiency\b', r'\bimmune deficiencies\b', r'\bimmune deficient\b', r'\bimmunodeficiencies\b', r'\bimmunity deficiency\b', r'\bimmunity deficiencies\b', r'\bimmunologic deficiency syndrome\b', r'\bimmunologic deficiency syndromes\b', r'\bimmunological deficiency syndrome\b', r'\bimmunological deficiency syndromes\b', r'\bimmunodeficient\b', r'\bdecreased immune function\b'"
"Infection, Bone",MESH:D001850,Infection_Bone,Infections,High,id_bone,Infection - Bone,"Bone Diseases, Infectious",MESH:D010019,Osteomyelitis,"r'\bosteomyelitides\b', r'\bosteomyelitis\b'",NA,"r'\bosteomyelitides\b', r'\bosteomyelitis\b'"
"Infection, Bone",MESH:D001850,Infection_Bone,Infections,High,id_bone,Infection - Bone,"Bone Diseases, Infectious",MESH:D001850,"Bone Diseases, Infectious","r'\binfectious bone disease\b', r'\binfectious bone diseases\b'",NA,"r'\binfectious bone disease\b', r'\binfectious bone diseases\b'"
"Infection, Bone",MESH:D001850,Infection_Bone,Infections,High,id_bone,Infection - Bone,"Bone Diseases, Infectious",MESH:D015299,Discitis,"r'\bdiscitides\b', r'\bdiskitides\b', r'\bdiskitis\b', r'\bspondylodiscitides\b', r'\bspondylodiscitis\b', r'\bspondylodiskitides\b', r'\bspondylodiskitis\b', r'\bdiscitis\b'",NA,"r'\bdiscitides\b', r'\bdiskitides\b', r'\bdiskitis\b', r'\bspondylodiscitides\b', r'\bspondylodiscitis\b', r'\bspondylodiskitides\b', r'\bspondylodiskitis\b', r'\bdiscitis\b'"
"Infection, Bone",MESH:D001850,Infection_Bone,Infections,High,id_bone,Infection - Bone,"Bone Diseases, Infectious",MESH:D013166,Spondylitis,"r'\bspondylitides\b', r'\bspondylitis\b'",removed spondylitis due to ankylosing spondylitis,r'\bspondylitides\b'
"Infection, Bone",MESH:D001850,Infection_Bone,Infections,High,id_bone,Infection - Bone,"Bone Diseases, Infectious",MESH:D010522,Periostitis,"r'\bperiostitides\b', r'\bperiostitis\b'",acute type is infectious,"r'\bacute periostitides\b', r'\bacute periostitis\b'"
"Infection, Digestive System",MESH:D005759,Infection_Digestive_System,Infections,High,id_digestive,Infection - Digestive system,Gastroenteritis,MESH:D003092,Colitis,"r'\bcolitides\b', r'\bcolitis\b'",added infective,"r'\binfective colitides\b', r'\binfective colitis\b', r'\binfectious colitides\b', r'\binfectious colitis\b'"
"Infection, Digestive System",MESH:D005759,Infection_Digestive_System,Infections,High,id_digestive,Infection - Digestive system,Gastroenteritis,MESH:D005759,Gastroenteritis,"r'\bgastroenteritides\b', r'\bgastroenteritis\b'","added infective, added synonyms","r'\binfective gastroenteritides\b', r'\binfective gastroenteritis\b', r'\binfective gastroenteritides\b', r'\binfective gastroenteritis\b', r'\bseptic colitis\b', r'\bseptic gastroenteritis\b', r'\bgastric flu\b', r'\bstomach flu\b', r'\binfectious gastroenteritis\b', r'\bdigestive system infection\b', r'\bgastrointestinal infection\b', r'\bgastrointestinal system infection\b', r'\binfection of digestive system\b', r'\binfectious disease of digestive tract\b', r'\binfection of the digestive system\b', r'\binfectious disease of the digestive tract\b'"
"Infection, Digestive System",MESH:D005759,Infection_Digestive_System,Infections,High,id_digestive,Infection - Digestive system,Gastroenteritis,MESH:D004751,Enteritis,"r'\benteritides\b', r'\benteritis\b'",added infective,"r'\binfective enteritis\b', r'\binfectious enteritis\b', r'\binfective enteritides\b', r'\binfectious enteritides\b'"
"Infection, Digestive System",MESH:D005759,Infection_Digestive_System,Infections,High,id_digestive,Infection - Digestive system,Gastroenteritis,MESH:D004404,"Dysentery, Amebic","r'\bintestinal amebiases\b', r'\bintestinal amebiasis\b', r'\bintestinal amoebiases\b', r'\bintestinal amoebiasis\b', r'\bamebic colitides\b', r'\bamoebic colitides\b', r'\bamebic colitis\b', r'\bamoebic colitis\b', r'\bamebic dysenteries\b', r'\bamoebic dysenteries\b', r'\bamoebic dysentery\b', r'\bintestinal entamoebiases\b', r'\bintestinal entamoebiasis\b', r'\bamebic dysentery\b', r'\bintestinal entamoeba histolytica infection\b'",NA,"r'\bintestinal amebiases\b', r'\bintestinal amebiasis\b', r'\bintestinal amoebiases\b', r'\bintestinal amoebiasis\b', r'\bamebic colitides\b', r'\bamoebic colitides\b', r'\bamebic colitis\b', r'\bamoebic colitis\b', r'\bamebic dysenteries\b', r'\bamoebic dysenteries\b', r'\bamoebic dysentery\b', r'\bintestinal entamoebiases\b', r'\bintestinal entamoebiasis\b', r'\bamebic dysentery\b', r'\bintestinal entamoeba histolytica infection\b'"
"Infection, Digestive System",MESH:D005759,Infection_Digestive_System,Infections,High,id_digestive,Infection - Digestive system,Gastroenteritis,MESH:D004403,Dysentery,"r'\binfectious diarrheal disease\b', r'\binfectious diarrheal diseases\b', r'\bdysentery\b'",added infective,"r'\binfectious diarrheal disease\b', r'\binfectious diarrheal diseases\b', r'\bdysentery\b', r'\binfective diarrheal disease\b', r'\binfective diarrheal diseases\b'"
"Infection, Digestive System",MESH:D005759,Infection_Digestive_System,Infections,High,id_digestive,Infection - Digestive system,Gastroenteritis,MESH:D017688,Cholera Morbus,"r'\bsummer choleras\b', r'\bsummer cholera\b', r'\bcholera morbus\b'",NA,"r'\bsummer choleras\b', r'\bsummer cholera\b', r'\bcholera morbus\b'"
"Infection, Eye",MESH:D015817,Infection_Eye,Infections,High,id_eye,Infection - Eye,Eye Infections,MESH:D003236,"Conjunctivitis, Viral","r'\bviral conjunctivitides\b', r'\bviral conjunctivitis\b'",NA,"r'\bviral conjunctivitides\b', r'\bviral conjunctivitis\b'"
"Infection, Eye",MESH:D015817,Infection_Eye,Infections,High,id_eye,Infection - Eye,Eye Infections,MESH:D015817,Eye Infections,"r'\beye infection\b', r'\bocular infection\b', r'\beye infections\b', r'\bocular infections\b'",NA,"r'\beye infection\b', r'\bocular infection\b', r'\beye infections\b', r'\bocular infections\b'"
"Infection, Eye",MESH:D015817,Infection_Eye,Infections,High,id_eye,Infection - Eye,Eye Infections,MESH:D016849,"Keratitis, Herpetic","r'\bocular herpes simplex\b', r'\bherpes simplex keratitides\b', r'\bherpetic keratitides\b', r'\bherpes simplex keratitis\b', r'\bherpetic keratitis\b'",NA,"r'\bocular herpes simplex\b', r'\bherpes simplex keratitides\b', r'\bherpetic keratitides\b', r'\bherpes simplex keratitis\b', r'\bherpetic keratitis\b'"
"Infection, Eye",MESH:D015817,Infection_Eye,Infections,High,id_eye,Infection - Eye,Eye Infections,MESH:D015828,"Eye Infections, Viral","r'\bviral eye infection\b', r'\bviral eye infections\b', r'\bviral ocular infections\b', r'\bviral ocular infection\b'",remove surplus,NA
"Infection, Eye",MESH:D015817,Infection_Eye,Infections,High,id_eye,Infection - Eye,Eye Infections,MESH:D003234,"Conjunctivitis, Bacterial","r'\bbacterial conjunctivitides\b', r'\bmucopurulent conjunctivitides\b', r'\bpurulent conjunctivitides\b', r'\bmucopurulent conjunctivitis\b', r'\bpurulent conjunctivitis\b', r'\bbacterial conjunctivitis\b'",NA,"r'\bbacterial conjunctivitides\b', r'\bmucopurulent conjunctivitides\b', r'\bpurulent conjunctivitides\b', r'\bmucopurulent conjunctivitis\b', r'\bpurulent conjunctivitis\b', r'\bbacterial conjunctivitis\b'"
"Infection, Eye",MESH:D015817,Infection_Eye,Infections,High,id_eye,Infection - Eye,Eye Infections,MESH:D006726,Hordeolum,"r'\bstye\b', r'\bstyes\b', r'\bhordeolum\b'",NA,"r'\bstye\b', r'\bstyes\b', r'\bhordeolum\b'"
