"","All_MESH","filter_frames","DiseaseName_ARD_Paper","MESH_ID","Category","Likelihood.disease.is.ageing.related","Name_node","Phenotyping_Algorithms","MESH_Term","All_MESH_Terms"
"286","MESH:D011023","r'\bstaphylococcal pneumonias\b', r'\bstaphylococcus aureus pneumonias\b', r'\bstaphylococcus aureus pneumonia\b', r'\bstaphylococcal pneumonia\b'","Infection, Lower Respiratory Tract","MESH:D011014","Infections","High","id_lrti","Infection - Lower Respiratory Tract","Pneumonia","Pneumonia, Staphylococcal"
"287","MESH:D011024","r'\bviral pneumonias\b', r'\bviral pneumonia\b'","Infection, Lower Respiratory Tract","MESH:D011014","Infections","High","id_lrti","Infection - Lower Respiratory Tract","Pneumonia","Pneumonia, Viral"
"459","MESH:D018410","r'\bbacterial pneumonias\b', r'\bbacterial pneumonia\b'","Infection, Lower Respiratory Tract","MESH:D011014","Infections","High","id_lrti","Infection - Lower Respiratory Tract","Pneumonia","Pneumonia, Bacterial"
"563","MESH:D061387","r'\bchlamydial pneumonia\b', r'\bchlamydophila pneumonia\b', r'\bchlamydial pneumonias\b', r'\bchlamydophila pneumonias\b'","Infection, Lower Respiratory Tract","MESH:D011014","Infections","High","id_lrti","Infection - Lower Respiratory Tract","Pneumonia","Chlamydial Pneumonia"
"44","MESH:D001437","r'\bbacteriurias\b', r'\bbacteriuria\b'","Infection, Male Genitourinary","MESH:D014552","Infections","High","id_male_gu","Infection - Male Genitourinary","Urinary Tract Infections","Bacteriuria"
"299","MESH:D011776","r'\bpyurias\b', r'\bpyuria\b'","Infection, Male Genitourinary","MESH:D014552","Infections","High","id_male_gu","Infection - Male Genitourinary","Urinary Tract Infections","Pyuria"
"363","MESH:D014552","r'\burinary tract infections\b', r'\burinary tract infection\b'","Infection, Male Genitourinary","MESH:D014552","Infections","High","id_male_gu","Infection - Male Genitourinary","Urinary Tract Infections","Urinary Tract Infections"
"2","MESH:D000069544","r'\binfectious encephalitis\b', r'\bencephalitis infection\b', r'\bencephalitis infections\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Infectious Encephalitis"
"82","MESH:D002494","r'\bcentral nervous system infections\b', r'\bcentral nervous system infection\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Central Nervous System Infections"
"245","MESH:D009187","r'\bspinal cord inflammation\b', r'\bspinal cord inflammations\b', r'\binfectious myelitis\b', r'\bsubacute necrotising myelitis\b', r'\binflammatory myelopathies\b', r'\binflammatory myelopathy\b', r'\bmyelitides\b', r'\bmyelitis\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Myelitis"
"253","MESH:D009494","r'\basymptomatic neurosyphilis\b', r'\bgummatous neurosyphilis\b', r'\bjuvenile neurosyphilis\b', r'\bparetic neurosyphilis\b', r'\bsecondary neurosyphilis\b', r'\bsymptomatic neurosyphilis\b', r'\bgeneral paralyses\b', r'\bgeneral paralysis\b', r'\bgeneral pareses\b', r'\bjuvenile pareses\b', r'\bgeneral paresis\b', r'\bjuvenile paresis\b', r'\bcentral nervous system syphilis\b', r'\bcns syphilis\b', r'\bgeneral paralysis of the insane\b', r'\bgeneral paresis of the insane\b', r'\bneurosyphilis\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Neurosyphilis"
"289","MESH:D011051","r'\bepidemic acute poliomyelitis\b', r'\bpolio encephalitis\b', r'\bpoliomyelitis infection\b', r'\bpoliomyelitis infections\b', r'\binfantile paralysis\b', r'\bpreparalytic poliomyelitides\b', r'\bacute poliomyelitis\b', r'\bnonpoliovirus poliomyelitis\b', r'\bpreparalytic poliomyelitis\b', r'\bpolio\b', r'\bpolios\b', r'\bpoliomyelitis\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Poliomyelitis"
"290","MESH:D011052","r'\bbulbar polio\b', r'\bmedullary involvement poliomyelitis\b', r'\bbulbar poliomyelitis\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Poliomyelitis, Bulbar"
"406","MESH:D016262","r'\bpostpoliomyelitis muscular atrophies\b', r'\bpost poliomyelitis muscular atrophies\b', r'\bpostpoliomyelitis muscular atrophy\b', r'\bpost poliomyelitis muscular atrophy\b', r'\bpost poliomyelitis syndrome\b', r'\bpost polio syndrome\b', r'\bpost polio syndromes\b', r'\bpostpoliomyelitis syndrome\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Postpoliomyelitis Syndrome"
"423","MESH:D016779","r'\bmalaria meningitis\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Malaria, Cerebral"
"424","MESH:D016781","r'\bcerebral toxoplasmoses\b', r'\bcentral nervous system toxoplasmosis\b', r'\bintracranial toxoplasmosis\b', r'\bcerebral toxoplasmosis\b', r'\bneurotoxoplasmosis\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Toxoplasmosis, Cerebral"
"463","MESH:D018792","r'\bviral infectious encephalomyelitis\b', r'\bviral encephalitis\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Encephalitis, Viral"
"482","MESH:D020314","r'\bcentral nervous system fungal infections\b', r'\bcentral nervous system mycoses\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Central Nervous System Fungal Infections"
"491","MESH:D020802","r'\bcranial epidural abscess\b', r'\bcranial extradural abscess\b', r'\bepidural abscess\b', r'\bintracranial extradural abscesses\b', r'\bextradural abscess\b', r'\bintracranial epidural abscess\b', r'\bintracranial extradural abscess\b', r'\bspinal epidural abscess\b', r'\bspinal extradural abscess\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Epidural Abscess"
"492","MESH:D020804","r'\bherpes zoster encephalitis\b', r'\bhuman herpesvirus 3 encephalitis\b', r'\bvaricella encephalitis\b', r'\bvz virus encephalitis\b', r'\bherpes zoster meningoencephalitis\b', r'\bvaricella zoster encephalitis\b', r'\bvaricella encephalitides\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Encephalitis, Varicella Zoster"
"493","MESH:D020805","r'\bviral cns infections\b', r'\bviral cns infection\b', r'\bcentral nervous system viral diseases\b', r'\bcentral nervous system viral infections\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Central Nervous System Viral Diseases"
"494","MESH:D020806","r'\bcentral nervous system bacterial infections\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Central Nervous System Bacterial Infections"
"495","MESH:D020807","r'\bcentral nervous system parasitic infections\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Central Nervous System Parasitic Infections"
"496","MESH:D020808","r'\bprimary amebic meningoencephalitides\b', r'\bprimary amebic meningoencephalitis\b', r'\bcerebral protozoal infection\b', r'\bnaegleria fowleri infection\b', r'\bacanthamoeba meningoencephalitides\b', r'\bamebic meningoencephalitides\b', r'\bbalamuthia mandrillaris meningoencephalitides\b', r'\bnaegleria fowleri meningoencephalitides\b', r'\bprotozoal meningoencephalitides\b', r'\bsappinia diploidea meningoencephalitides\b', r'\bacanthamoeba meningoencephalitis\b', r'\bamebic meningoencephalitis\b', r'\bbalamuthia mandrillaris meningoencephalitis\b', r'\bnaegleria fowleri meningoencephalitis\b', r'\bprotozoal meningoencephalitis\b', r'\bsappinia diploidea meningoencephalitis\b', r'\bcentral nervous system protozoal infections\b', r'\bcerebral protozoal infections\b', r'\bbalamuthia mandrillaris cns infection\b', r'\bnaegleria fowleri infections\b'","Infection, Other nervous system","MESH:D002494","Infections","High","id_oth_nerv_sys","Infection, Other nervous system","Central Nervous System Infections","Central Nervous System Protozoal Infections"
"50","MESH:D001759","r'\bnorth american blastomycosis\b', r'\bblastomycoses\b', r'\bgilchrist disease\b', r'\bgilchrists disease\b', r'\bblastomycosis\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Blastomycosis"
"66","MESH:D002178","r'\bchronic mucocutaneous candidiases\b', r'\bchronic mucocutaneous candidiasis\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Candidiasis, Chronic Mucocutaneous"
"67","MESH:D002179","r'\bcutaneous candidiases\b', r'\bcutaneous moniliases\b', r'\bcutaneous moniliasis\b', r'\bcutaneous candidiasis\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Candidiasis, Cutaneous"
"69","MESH:D002270","r'\bcarbuncles\b', r'\bcarbuncle\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Carbuncle"
"81","MESH:D002481","r'\bphlegmon\b', r'\bcellulitis\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Cellulitis"
"105","MESH:D003881","r'\bdermatophyte infection\b', r'\bdermatophyte infections\b', r'\bfungal skin disease\b', r'\bfungal skin diseases\b', r'\bdermatomycosis\b', r'\bdermatomycoses\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Dermatomycoses"
"120","MESH:D004478","r'\bectoparasitic infestation\b', r'\bectoparasitic infestations\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Ectoparasitic Infestations"
"133","MESH:D004886","r'\berysipelas\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Erysipelas"
"134","MESH:D004891","r'\bbazin disease\b', r'\bbazins disease\b', r'\btuberculosis cutis indurativa\b', r'\berythema induratum\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Erythema Induratum"
"144","MESH:D005667",NA,"Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Furunculosis"
"173","MESH:D006561","r'\bherpes simplex virus infection\b', r'\bherpes simplex\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Herpes Simplex"
"194","MESH:D007169","r'\bimpetigo contagiosa\b', r'\bimpetigo\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Impetigo"
"209","MESH:D007896","r'\bleishmania infection\b', r'\bleishmania infections\b', r'\bleishmaniases\b', r'\bleishmaniasis\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Leishmaniasis"
"236","MESH:D008924","r'\bmite infestation\b', r'\bmite infestations\b', r'\bacariasis\b', r'\bmange\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Mite Infestations"
"247","MESH:D009198","r'\bmaggot infestation\b', r'\bmaggot infestations\b', r'\bmyiases\b', r'\bmyiasis\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Myiasis"
"312","MESH:D012532","r'\bsarcoptic mange\b', r'\bscabies\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Scabies"
"324","MESH:D012874","r'\binfectious skin disease\b', r'\binfectious skin diseases\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Skin Diseases, Infectious"
"325","MESH:D012876","r'\bparasitic skin disease\b', r'\bparasitic skin diseases\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Skin Diseases, Parasitic"
"331","MESH:D013174","r'\bsporothrix schenckii infection\b', r'\bsporothrix schenckii infections\b', r'\bsporotrichoses\b', r'\bsporotrichosis\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Sporotrichosis"
"332","MESH:D013206","r'\britter disease\b', r'\britters disease\b', r'\bstaphylococcal scalded skin syndromes\b', r'\bstaphylococcal scalded skin syndrome\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Staphylococcal Scalded Skin Syndrome"
"333","MESH:D013207","r'\bstaphylococcal skin diseases\b', r'\bstaphylococcal skin disease\b', r'\bstaphylococcal skin infections\b', r'\bstaphylococcal skin infection\b', r'\bskin staphylococcal disease\b', r'\bskin staphylococcal diseases\b', r'\bskin staphylococcal infection\b', r'\bskin staphylococcal infections\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Staphylococcal Skin Infections"
"373","MESH:D014860","r'\bverruca\b', r'\bverrucas\b', r'\bwart\b', r'\bwarts\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Warts"
"422","MESH:D016773","r'\bcutaneous leishmaniases\b', r'\bamerican leishmaniasis\b', r'\bnew world leishmaniasis\b', r'\bold world leishmaniasis\b', r'\boriental sore\b', r'\bcutaneous leishmaniasis\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Leishmaniasis, Cutaneous"
"435","MESH:D017192","r'\bbacterial skin disease\b', r'\bbacterial skin diseases\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Skin Diseases, Bacterial"
"436","MESH:D017193","r'\bviral skin diseases\b', r'\bviral skin disease\b'","Infection, Skin","MESH:D012874","Infections","High","id_skin","Infection - Skin","Skin Diseases, Infectious","Skin Diseases, Viral"
"9","MESH:D000074042","r'\bcerebral intraventricular haemorrhage\b', r'\bcerebral intraventricular hemorrhage\b', r'\bcerebral intraventricular haemorrhages\b', r'\bcerebral intraventricular hemorrhages\b'","Intracerebral Haemorrhage","MESH:D002543","Cardiovascular","High","intracereb_haem","Intracerebral Haemorrhage","Cerebral Hemorrhage","Cerebral Intraventricular Hemorrhage"
"83","MESH:D002543","r'\bcerebral brain hemorrhage\b', r'\bcerebral brain hemorrhages\b', r'\bcerebral hemorrhage\b', r'\bcerebral parenchymal hemorrhage\b', r'\bcerebrum hemorrhage\b', r'\bintracerebral hemorrhage\b', r'\bcerebral hemorrhages\b', r'\bcerebral parenchymal hemorrhages\b', r'\bcerebrum hemorrhages\b', r'\bintracerebral hemorrhages\b', r'\bhemorrhagic stroke\b'","Intracerebral Haemorrhage","MESH:D002543","Cardiovascular","High","intracereb_haem","Intracerebral Haemorrhage","Cerebral Hemorrhage","Cerebral Hemorrhage"
"474","MESH:D020145","r'\bbasal ganglionic hemorrhage\b', r'\bbasal ganglia hematoma\b', r'\bbasal ganglia hemorrhage\b'","Intracerebral Haemorrhage","MESH:D002543","Cardiovascular","High","intracereb_haem","Intracerebral Haemorrhage","Cerebral Hemorrhage","Basal Ganglia Hemorrhage"
"479","MESH:D020202","r'\btraumatic cerebral hematomas\b', r'\btraumatic cerebral hematoma\b', r'\btraumatic cerebral hemorrhages\b', r'\btraumatic cerebral intraparenchymal hematoma\b', r'\btraumatic cerebral intraparenchymal hemorrhage\b', r'\btraumatic cerebral parenchymal hemorrhage\b', r'\btraumatic intracerebral hemorrhages\b', r'\btraumatic cerebral hemorrhage\b', r'\btraumatic intracerebral hemorrhage\b'","Intracerebral Haemorrhage","MESH:D002543","Cardiovascular","High","intracereb_haem","Intracerebral Haemorrhage","Cerebral Hemorrhage","Cerebral Hemorrhage, Traumatic"
"464","MESH:D018798","r'\biron deficiency anemia\b', r'\biron deficiency anemias\b'","Iron Deficiency Anaemia","MESH:D018798","Haematological/ Immuunoligcal","High","ida","Iron Deficiency Anaemia","Anemia, Iron-Deficiency","Anemia, Iron-Deficiency"
"84","MESH:D002544","r'\bleft hemisphere cerebral infarction\b', r'\bright hemisphere cerebral infarction\b', r'\bcerebral infarction\b', r'\bcerebral infarctions\b', r'\bsubcortical infarctions\b', r'\bsubcortical infarction\b', r'\bcerebral infarction left hemisphere\b', r'\bcerebral infarction right hemisphere\b', r'\bischemic stroke\b', r'\banterior choroidal artery infarction\b', r'\bcerebrovascular accident\b', r'\bposterior choroidal artery infarction\b'","Ischaemic Stroke","MESH:D020520","Cardiovascular","High","isch_stroke","Ischaemic Stroke","Brain Infarction","Cerebral Infarction"
